"","OTU","Phylum","Class","Order","Family","Subfamily","Genus","Species","Taxon Similarity","Sequences","Dereplicates","PreClusters","Dereplication Reduction (%)","Preclustering Reduction (%)","Length","GC Composition","MID","name"
"1023","OTU14",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,457,38.95,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1024","OTU15","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.81,6,1,1,83.33,0,458,29.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1025","OTU13",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,38.21,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1026","OTU21","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia sp. 5YB",97.58,5,1,1,80,0,457,29.76,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1027","OTU16","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",94.97,5,1,1,80,0,459,31.59,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1028","OTU17","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",96.49,5,1,1,80,0,457,30.63,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1029","OTU20","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",94.53,5,1,1,80,0,458,31.44,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1030","OTU18","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",95.39,5,1,1,80,0,457,31.29,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1031","OTU19","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.58,5,1,1,80,0,457,30.42,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1032","OTU1",NA,NA,NA,NA,NA,NA,NA,0,990,13,1,98.69,92.31,457.46,38.71,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1033","OTU2",NA,NA,NA,NA,NA,NA,NA,0,275,16,1,94.18,93.75,453.1,37.23,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1034","OTU3",NA,NA,NA,NA,NA,NA,NA,0,86,4,1,95.35,75,106.95,27.2,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1035","OTU4",NA,NA,NA,NA,NA,NA,NA,0,41,2,1,95.12,50,457.37,38.48,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1036","OTU5","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia sp. 5YB",97.37,16,2,2,87.5,0,458,29.79,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1037","OTU6","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.81,15,2,2,86.67,0,457.67,29.72,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1038","OTU8",NA,NA,NA,NA,NA,NA,NA,0,12,1,1,91.67,0,458,30.79,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1039","OTU9",NA,NA,NA,NA,NA,NA,NA,0,12,1,1,91.67,0,458,37.55,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1040","OTU7",NA,NA,NA,NA,NA,NA,NA,0,12,2,1,83.33,50,457.58,37.15,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1041","OTU10",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,458,38.21,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1042","OTU11","Arthropoda","Insecta","Lepidoptera","Erebidae","Arctiinae","Acridopsis","Acridopsis sp. AAJ0944",97.58,10,2,2,80,0,457.5,31.8,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1043","OTU12",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,128,28.91,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1044","OTU14",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,150,40,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1045","OTU15","Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,90.35,8,1,1,87.5,0,458,34.72,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1046","OTU16",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,458,37.99,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1047","OTU13","Arthropoda","Insecta","Lepidoptera","Erebidae",NA,"erebidBioLep01","erebidBioLep01 BioLep736",94.75,8,1,1,87.5,0,458,32.31,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1048","OTU17",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,33.84,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1049","OTU18",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,156,32.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1050","OTU19","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.58,6,1,1,83.33,0,457,30.42,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1051","OTU20",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,165,41.21,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1052","OTU24",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,165,37.58,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1053","OTU21","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",96.71,5,1,1,80,0,458,30.57,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1054","OTU23","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,95.14,5,1,1,80,0,456,30.92,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1055","OTU22","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",96.49,5,1,1,80,0,457,30.63,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1056","OTU1","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",91.85,295,11,11,96.27,0,457.58,33.43,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1057","OTU2",NA,NA,NA,NA,NA,NA,NA,0,121,2,1,98.35,50,121.89,29.53,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1058","OTU3",NA,NA,NA,NA,NA,NA,NA,0,91,2,1,97.8,50,106.9,31.81,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1059","OTU4",NA,NA,NA,NA,NA,NA,NA,0,46,1,1,97.83,0,107,29.91,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1060","OTU5","Arthropoda","Insecta","Orthoptera",NA,NA,NA,NA,90.81,25,4,2,84,50,458.92,35.08,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1061","OTU6",NA,NA,NA,NA,NA,NA,NA,0,22,1,1,95.45,0,107,27.1,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1062","OTU7",NA,NA,NA,NA,NA,NA,NA,0,20,2,1,90,50,127.75,28.96,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1063","OTU8",NA,NA,NA,NA,NA,NA,NA,0,18,2,1,88.89,50,121.72,27.93,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1064","OTU9",NA,NA,NA,NA,NA,NA,NA,0,17,1,1,94.12,0,103,36.89,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1065","OTU10",NA,NA,NA,NA,NA,NA,NA,0,15,1,1,93.33,0,120,26.67,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1066","OTU11","Arthropoda","Insecta","Lepidoptera","Pyralidae","Chrysauginae","chryBioLep01","chryBioLep01 BioLep788",97.15,14,2,2,85.71,0,457.64,32.78,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1067","OTU12","Arthropoda","Insecta","Coleoptera","Curculionidae","Platypodinae","Euplatypus","Euplatypus sp. 5YB",96.19,13,1,1,92.31,0,136,34.56,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1068","OTU13","Arthropoda","Insecta","Lepidoptera","Erebidae","Arctiinae","Episcepsis","Episcepsis venata",90.37,12,1,1,91.67,0,458,29.91,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1069","OTU14","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,9,1,1,88.89,0,458,39.52,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1070","OTU15",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,458,32.97,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1071","OTU16",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,458,37.12,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1072","OTU17",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,128,29.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1073","OTU18",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,31,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1074","OTU19","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae","phyBioLep01","phyBioLep01 BioLep929",96.27,6,1,1,83.33,0,458,30.13,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1075","OTU21",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,156,32.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1076","OTU20",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,457,33.48,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1077","OTU1","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",91.85,376,12,12,96.81,0,457.57,33.44,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1078","OTU2",NA,NA,NA,NA,NA,NA,NA,0,85,1,1,98.82,0,107,29.91,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1079","OTU3",NA,NA,NA,NA,NA,NA,NA,0,70,2,1,97.14,50,106.86,31.82,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1080","OTU4",NA,NA,NA,NA,NA,NA,NA,0,61,3,1,95.08,66.67,106.74,27.17,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1081","OTU5",NA,NA,NA,NA,NA,NA,NA,0,40,2,1,95,50,130.75,27.53,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1082","OTU6",NA,NA,NA,NA,NA,NA,NA,0,39,1,1,97.44,0,122,29.51,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1083","OTU7",NA,NA,NA,NA,NA,NA,NA,0,28,2,1,92.86,50,457.82,32.98,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1084","OTU8",NA,NA,NA,NA,NA,NA,NA,0,23,1,1,95.65,0,120,26.67,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1085","OTU9",NA,NA,NA,NA,NA,NA,NA,0,21,3,1,85.71,66.67,459.05,35.07,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1086","OTU10","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,15,1,1,93.33,0,458,39.52,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1087","OTU11",NA,NA,NA,NA,NA,NA,NA,0,12,1,1,91.67,0,128,29.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1088","OTU12","Arthropoda","Insecta","Coleoptera","Curculionidae","Platypodinae","Euplatypus","Euplatypus sp. 5YB",96.19,12,1,1,91.67,0,136,34.56,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1089","OTU13",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,156,32.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1090","OTU14",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,128,28.91,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1091","OTU15",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,113,40.71,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1092","OTU16",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,103,36.89,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1093","OTU17",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,122,27.87,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1094","OTU18","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae","phyBioLep01","phyBioLep01 BioLep929",96.27,5,1,1,80,0,458,30.13,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1095","OTU1","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",91.85,307,10,10,96.74,0,457.53,33.43,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1096","OTU2",NA,NA,NA,NA,NA,NA,NA,0,69,2,1,97.1,50,106.86,27.14,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1097","OTU3",NA,NA,NA,NA,NA,NA,NA,0,47,2,1,95.74,50,106.89,29.94,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1098","OTU4",NA,NA,NA,NA,NA,NA,NA,0,43,2,1,95.35,50,106.81,31.83,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1099","OTU6","Arthropoda","Insecta","Orthoptera",NA,NA,NA,NA,90.81,27,4,2,85.19,50,458.78,35.09,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1100","OTU5",NA,NA,NA,NA,NA,NA,NA,0,27,1,1,96.3,0,122,29.51,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1101","OTU8",NA,NA,NA,NA,NA,NA,NA,0,16,1,1,93.75,0,128,29.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1102","OTU7","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,16,1,1,93.75,0,458,39.52,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1103","OTU9",NA,NA,NA,NA,NA,NA,NA,0,15,1,1,93.33,0,458,32.97,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1104","OTU10",NA,NA,NA,NA,NA,NA,NA,0,15,1,1,93.33,0,128,28.91,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1105","OTU14","Arthropoda","Insecta","Lepidoptera","Erebidae","Lymantriinae","Desmoloma","Desmoloma sp. PL1",92.76,12,2,2,83.33,0,457.58,29.94,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1106","OTU11","Arthropoda","Insecta","Coleoptera","Curculionidae","Platypodinae","Euplatypus","Euplatypus sp. 5YB",96.19,12,1,1,91.67,0,136,34.56,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1107","OTU12","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocalinae","Dialithis","Dialithis gemmifera",91.08,12,1,1,91.67,0,157,32.48,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1108","OTU13",NA,NA,NA,NA,NA,NA,NA,0,12,2,1,83.33,50,458,30.75,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1109","OTU15",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,122,27.87,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1110","OTU16",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,156,32.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1111","OTU17","Arthropoda","Insecta","Lepidoptera","Pyralidae","Chrysauginae","chryBioLep01","chryBioLep01 BioLep788",97.15,8,1,1,87.5,0,458,32.75,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1112","OTU18","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctuinae","Marilopteryx","Marilopteryx Malaise8733",92.45,8,1,1,87.5,0,107,28.97,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1113","OTU19",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,458,37.12,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1114","OTU1","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",91.85,304,11,11,96.38,0,457.64,33.43,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1115","OTU2",NA,NA,NA,NA,NA,NA,NA,0,33,1,1,96.97,0,107,29.91,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1116","OTU3",NA,NA,NA,NA,NA,NA,NA,0,28,1,1,96.43,0,107,31.78,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1117","OTU4",NA,NA,NA,NA,NA,NA,NA,0,19,1,1,94.74,0,122,29.51,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1118","OTU5","Arthropoda","Insecta","Lepidoptera","Pyralidae","Chrysauginae","chryBioLep01","chryBioLep01 BioLep788",97.15,12,1,1,91.67,0,458,32.75,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1119","OTU6",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,120,26.67,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1120","OTU8",NA,NA,NA,NA,NA,NA,NA,0,10,2,1,80,50,458,30.79,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1121","OTU9","Arthropoda","Insecta","Coleoptera","Curculionidae","Platypodinae","Euplatypus","Euplatypus sp. 5YB",96.19,10,1,1,90,0,136,34.56,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1122","OTU7",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,107,27.1,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1123","OTU10","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,9,1,1,88.89,0,458,39.52,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1124","OTU11",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,458,32.97,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1125","OTU12",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,128,28.91,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1126","OTU14",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,128,29.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1127","OTU13",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,122,27.87,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1128","OTU15",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,35.15,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1129","OTU16",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,178,33.71,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"1130","OTU1","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Ostha","Ostha Janzen249",90.57,60,4,2,93.33,50,456.68,35.11,0,"MBR-CYB002.DNA-LT-WHE1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1131","OTU2",NA,NA,NA,NA,NA,NA,NA,0,57,2,1,96.49,50,190.89,36.15,0,"MBR-CYB002.DNA-LT-WHE1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1132","OTU3","Arthropoda","Insecta","Lepidoptera","Limacodidae","Limacodinae","Euprosterna","Euprosterna hosia",97.81,42,4,4,90.48,0,458.67,30.31,0,"MBR-CYB002.DNA-LT-WHE1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1133","OTU4","Arthropoda","Insecta","Lepidoptera","Depressariidae","Stenomatinae","Stenoma","Stenoma sp.",96.93,29,2,2,93.1,0,457.69,30.59,0,"MBR-CYB002.DNA-LT-WHE1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"1134","OTU5","Arthropoda","Insecta","Lepidoptera","Depressariidae","Stenomatinae","Antaeotricha",NA,97.59,13,1,1,92.31,0,458,32.1,0,"MBR-CYB002.DNA-LT-WHE1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
